CRA_bin,SPD,SPD_Z,SPD_M3
3360,0.554,-0.4753173281344317,0.529
3340,0.594,-0.43586864925051216,0.5736666666666667
3320,0.573,-0.45657920566457,0.553
3300,0.492,-0.5364627804045072,0.501
3280,0.438,-0.5897184968977988,0.45566666666666666
3260,0.437,-0.5907047138698966,0.48
3240,0.565,-0.4644689414413539,0.57
3220,0.708,-0.3234399144313412,0.71
3200,0.857,-0.1764935855887405,0.7823333333333333
3180,0.782,-0.2504598584960898,0.8096666666666668
3160,0.79,-0.24257012271930586,0.7753333333333333
3140,0.754,-0.2780739337148336,0.7706666666666667
3120,0.768,-0.26426689610546167,0.7640000000000001
3100,0.77,-0.2622944621612657,0.7566666666666667
3080,0.732,-0.2997707071009894,0.7450000000000001
3060,0.733,-0.2987844901288914,0.734
3040,0.737,-0.2948396222404994,0.7423333333333334
3020,0.757,-0.2751152827985396,0.7793333333333333
3000,0.844,-0.1893144062260144,0.89
2980,1.069,0.03258441249603354,1.0783333333333334
2960,1.322,0.28209730643682535,1.3196666666666668
2940,1.568,0.5247066815729311,1.572
2920,1.826,0.7791506603742128,1.776
2900,1.934,0.8856620933607957,1.9703333333333333
2880,2.151,1.0996711763060596,2.2083333333333335
2860,2.54,1.4833095784521784,2.4813333333333336
2840,2.753,1.6933737935090505,2.799666666666667
2820,3.106,2.041508384659641,3.0973333333333333
2800,3.433,2.364001334535684,3.3353333333333333
2780,3.467,2.3975327115870164,3.423666666666667
2760,3.371,2.302855882265609,3.39
2740,3.332,2.264393420353787,3.405333333333333
2720,3.513,2.4428986923035234,3.550666666666667
2700,3.807,2.732846482100333,3.736333333333333
2680,3.889,2.813716273812368,3.862
2660,3.89,2.8147024907844664,3.886333333333333
2640,3.88,2.804840321063486,3.816666666666667
2620,3.68,2.6075969266438883,3.7023333333333333
2600,3.547,2.4764300693548558,3.5890000000000004
2580,3.54,2.469526550550169,3.488
2560,3.377,2.308773184098196,3.421333333333333
2540,3.347,2.279186674935257,3.375666666666667
2520,3.403,2.3344148253727446,3.424666666666667
2500,3.524,2.453747078996601,3.5476666666666667
2480,3.716,2.6431007376394158,3.6780000000000004
2460,3.794,2.720025661463059,3.726666666666667
2440,3.67,2.597734756922908,3.6473333333333335
2420,3.478,2.408381098280094,3.4613333333333336
2400,3.236,2.1697165910323806,3.1773333333333333
2380,2.818,1.7574778966954199,2.8030000000000004
2360,2.355,1.30085943861405,2.3746666666666667
2340,1.951,0.9024277818864617,2.0000000000000004
2320,1.694,0.6489700200572779,1.8076666666666668
2300,1.778,0.7318122457135092,1.7410000000000003
2280,1.751,0.7051843874668633,1.78
2260,1.811,0.7643574057927428,1.8020000000000003
2240,1.844,0.7969025658719767,1.8233333333333335
2220,1.815,0.7683022736811348,1.7283333333333335
2200,1.526,0.4832855687448155,1.5303333333333333
2180,1.25,0.21108968444576995,1.2360000000000002
2160,0.932,-0.10252731268139112,0.9840000000000001
2140,0.77,-0.2622944621612657,0.8243333333333336
2120,0.771,-0.2613082451891677,0.7580000000000001
2100,0.733,-0.2987844901288914,
